endTime,artistName,trackName,msPlayed
2021-09-25 00:00,ヨルシカ,又三郎,227731
2021-09-25 00:03,MIYACHI,CHU HI,176051
2021-09-25 00:07,TENDRE,ENDLESS,231438
2021-09-25 00:10,SEVENTEEN,ひとりじゃない,198853
2021-09-25 00:14,LiSA,紅蓮華,237586
2021-09-25 00:18,MAISONdes,Hello/Hello,245214
2021-09-25 00:22,milet,Who I Am,203466
2021-09-25 00:26,PRODUCE 101 JAPAN SEASON2,Let Me Fly,212137
2021-09-25 18:01,Ben Platt,You Will Be Found,360906
2021-09-25 18:02,Dan Stevens,Evermore,1570
2021-09-25 18:02,Ben Platt,Waving Through A Window,600
2021-09-25 18:02,Hugh Jackman,From Now On,580
2021-09-25 18:02,Zac Efron,Rewrite The Stars,1260
2021-09-25 18:02,Ben Platt,Found/Tonight,4880
2021-09-25 18:02,Anna Kendrick,True Colors,1650
2021-09-25 18:02,Andy Grammer,Smoke Clears,350
2021-09-25 18:06,Ben Platt,Waving Through A Window,236809
2021-09-25 22:53,Andy Grammer,Smoke Clears,111280
2021-09-25 23:01,Gunna,Car Sick (feat. NAV & Metro Boomin),431976
2021-09-25 23:02,Gunna,Sold Out Dates (feat. Lil Baby),75760
2021-09-25 23:07,Gunna,Car Sick (feat. NAV & Metro Boomin),247085
2021-09-25 23:20,Gunna,Sold Out Dates (feat. Lil Baby),80160
2021-09-26 00:34,Gunna,Sold Out Dates (feat. Lil Baby),83960
2021-09-26 00:38,Gunna,Car Sick (feat. NAV & Metro Boomin),219816
2021-09-26 03:35,Gunna,Sold Out Dates (feat. Lil Baby),89780
2021-09-26 03:40,Gunna,Car Sick (feat. NAV & Metro Boomin),230749
2021-09-26 14:06,Gunna,Sold Out Dates (feat. Lil Baby),131130
2021-09-26 14:19,Gunna,Car Sick (feat. NAV & Metro Boomin),219816
2021-09-26 14:22,NAV,Champion (feat. Travis Scott),195053
2021-09-26 16:00,Gunna,Sold Out Dates (feat. Lil Baby),31988
2021-09-26 16:07,Gunna,Car Sick (feat. NAV & Metro Boomin),236525
2021-09-26 16:10,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-09-26 16:12,Lil Baby,Yes Indeed,142273
2021-09-26 20:10,Kap G,Marvelous Day (feat. Lil Uzi Vert & Gunna),223920
2021-09-26 21:56,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),366354
2021-09-26 21:59,Lil Yachty,Yacht Club (feat. Juice WRLD),166343
2021-09-26 22:01,NAV,Wanted You (feat. Lil Uzi Vert),121480
2021-09-26 22:05,Gunna,Toast Up,229977
2021-09-26 23:34,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),597
2021-09-26 23:34,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),1258
2021-09-26 23:34,Kap G,Marvelous Day (feat. Lil Uzi Vert & Gunna),1151
2021-09-26 23:34,Lil Baby,Life Goes On,43532
2021-09-26 23:34,NAV,Wanted You (feat. Lil Uzi Vert),511
2021-09-26 23:34,Lil Yachty,Yacht Club (feat. Juice WRLD),618
2021-09-26 23:34,Gunna,Toast Up,490
2021-09-26 23:51,Kap G,Marvelous Day (feat. Lil Uzi Vert & Gunna),223920
2021-09-26 23:56,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),200275
2021-09-27 02:59,Lil Yachty,Yacht Club (feat. Juice WRLD),166343
2021-09-27 03:00,Huncho Jack,Dubai Shit,14330
2021-09-27 03:00,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),180
2021-09-27 03:00,Lil Baby,Life Goes On,1010
2021-09-27 03:00,Lil Baby,Life Goes On,170
2021-09-27 03:00,NAV,Wanted You (feat. Lil Uzi Vert),49212
2021-09-27 03:00,NAV,Wanted You (feat. Lil Uzi Vert),160
2021-09-27 03:00,Lil Yachty,Yacht Club (feat. Juice WRLD),550
2021-09-27 03:00,Gunna,Toast Up,160
2021-09-27 03:00,Gunna,Toast Up,1020
2021-09-27 03:06,Kap G,Marvelous Day (feat. Lil Uzi Vert & Gunna),223920
2021-09-27 03:10,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),200275
2021-09-27 03:10,Lil Yachty,Yacht Club (feat. Juice WRLD),3853
2021-09-27 15:57,PnB Rock,Lowkey (feat. Roy Woods & 24hrs),200275
2021-09-27 16:00,Lil Yachty,Yacht Club (feat. Juice WRLD),166343
2021-09-27 16:03,NAV,Wanted You (feat. Lil Uzi Vert),168200
2021-09-27 17:11,Gunna,Toast Up,140420
2021-09-27 17:15,Imagine Dragons,It's Time,237986
2021-09-27 17:19,Blake Shelton,God's Country,205106
2021-09-27 17:22,Blake Shelton,God's Country,205106
2021-09-27 18:22,Carrie Underwood,Love Wins,14220
2021-09-27 18:26,Gunna,Car Sick (feat. NAV & Metro Boomin),219816
2021-09-27 19:33,Gunna,Toast Up,229977
2021-09-27 19:36,Lil Skies,Nowadays (feat. Landon Cube),203907
2021-09-27 19:37,Tory Lanez,FeRRis WhEEL (feat. Trippie Redd),37164
2021-09-27 19:40,Belly,What You Want,192680
2021-09-27 20:22,Trippie Redd,Shake It Up,116680
2021-09-27 20:22,PnB Rock,TTM (feat. Wiz Khalifa & NGHTMRE),6569
2021-09-27 20:26,Imagine Dragons,It's Time,237986
2021-09-27 20:26,Imagine Dragons,Radioactive,36870
2021-09-27 20:30,The Chainsmokers,Takeaway,209880
2021-09-27 20:33,The Chainsmokers,Family,194826
2021-09-27 20:36,Vicetone,Nevada,161083
2021-09-28 02:18,Vicetone,Nevada,1400
2021-09-28 02:18,Vicetone,Nevada,4100
2021-09-28 02:21,Sam Feldt,Post Malone (feat. RANI),174444
2021-09-28 03:14,BANNERS,Someone To You,126945
2021-09-28 03:18,Gunna,Car Sick (feat. NAV & Metro Boomin),219816
2021-09-28 14:29,PnB Rock,TTM (feat. Wiz Khalifa & NGHTMRE),117020
2021-09-28 14:30,Gunna,Car Sick (feat. NAV & Metro Boomin),15650
2021-09-28 15:53,Gunna,Toast Up,229977
2021-09-28 15:58,Gunna,Car Sick (feat. NAV & Metro Boomin),219816
2021-09-28 16:02,NAV,Champion (feat. Travis Scott),195053
2021-09-28 16:04,Lil Durk,How I Know (feat. Lil Baby),152000
2021-09-28 16:07,Lil Baby,Yes Indeed,142273
2021-09-28 16:10,Roddy Ricch,Every Season,214375
2021-09-28 17:19,Gunna,Sold Out Dates (feat. Lil Baby),4568
2021-09-28 17:22,Gunna,Toast Up,229977
2021-09-28 17:25,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-09-28 17:29,Tory Lanez,MiAMi (feat. Gunna),244469
2021-09-28 17:30,NAV,Wanted You (feat. Lil Uzi Vert),49202
2021-09-28 18:56,The Chainsmokers,Takeaway,800
2021-09-28 18:56,Gunna,Toast Up,229977
2021-09-28 19:02,Blake Shelton,God's Country,183656
2021-09-28 19:05,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),193568
2021-09-28 22:23,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),193568
2021-09-28 22:26,Sam Feldt,Post Malone (feat. RANI),174444
2021-09-28 22:29,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),164205
2021-09-29 15:49,Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),4220
2021-09-29 15:49,Bryce Vine,Drew Barrymore,146700
2021-09-29 15:49,Gunna,Toast Up,1390
2021-09-29 15:53,Gunna,Toast Up,229977
2021-09-29 15:55,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-09-29 15:59,Lil Baby,My Dawg,215423
2021-09-29 18:20,Roddy Ricch,Every Season,203488
2021-09-29 18:24,Blake Shelton,Honey Bee,210720
2021-09-29 18:28,Blake Shelton,God's Country,204800
2021-09-29 18:29,Blake Shelton,God's Country,17790
2021-09-29 18:29,Blake Shelton,Elvira (feat. The Oak Ridge Boys) - Recorded at Sound Stage Nashville,51830
2021-09-29 19:29,Brooks & Dunn,Red Dirt Road,41230
2021-09-29 19:32,Blake Shelton,God's Country,205106
2021-09-29 19:36,Blake Shelton,God's Country,205106
2021-09-29 20:22,Carrie Underwood,Love Wins,206400
2021-09-29 20:24,Lil Baby,On Me,135959
2021-09-29 20:27,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-09-29 20:29,Money Man,24,160952
2021-09-29 20:32,Polo G,Martin & Gina,132832
2021-09-29 21:59,21 Savage,Mr. Right Now (feat. Drake),193838
2021-09-29 22:01,Key Glock,Gang Shit No Lame Shit,131600
2021-09-29 22:05,Lil Baby,Emotionally Scarred,197529
2021-09-29 22:40,BLEU,You’re Mines Still (feat. Drake),45597
2021-09-29 22:43,Young Stoner Life,Ski,152333
2021-09-29 22:46,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",224042
2021-09-29 22:49,Quality Control,Baby (Lil Baby feat. DaBaby),142417
2021-09-30 16:35,Lil Baby,Real As It Gets (feat. EST Gee),169756
2021-09-30 16:38,Lil Baby,Real As It Gets (feat. EST Gee),192804
2021-09-30 16:40,Lil Baby,On Me,135959
2021-09-30 16:43,Young Stoner Life,Ski,152333
2021-09-30 16:45,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),144349
2021-09-30 16:47,Jack Harlow,Face Of My City (feat. Lil Baby),123446
2021-09-30 17:19,SpotemGottem,Beat Box 3 (feat. DaBaby),107631
2021-09-30 17:23,Journey,Don't Stop Believin',250986
2021-09-30 17:28,Macklemore,Glorious (feat. Skylar Grey),220454
2021-09-30 17:30,Macklemore,Wednesday Morning,141915
2021-09-30 18:37,Macklemore,Wednesday Morning,93753
2021-09-30 18:38,Ciara,I Love Myself (feat. Macklemore),12700
2021-09-30 18:38,Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),6786
2021-09-30 18:38,Macklemore,White Privilege,13830
2021-09-30 18:42,Lil Uzi Vert,That Way,212354
2021-09-30 18:44,Money Man,24,160952
2021-09-30 18:47,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-09-30 18:48,Lil Uzi Vert,Sanguine Paradise,14628
2021-09-30 22:50,JACKBOYS,OUT WEST (feat. Young Thug),5307
2021-09-30 22:50,YNW Melly,Suicidal,5200
2021-09-30 22:50,Lil Uzi Vert,Sanguine Paradise,229352
2021-09-30 22:54,Young Thug,Relationship (feat. Future),215306
2021-09-30 22:57,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189486
2021-10-01 00:05,Lil Uzi Vert,Venetia,105966
2021-10-01 00:08,Lil Baby,On Me,179699
2021-10-01 00:09,Money Man,24,46210
2021-10-01 00:14,Journey,Don't Stop Believin',250986
2021-10-01 00:17,Bryan Adams,Summer Of '69,195290
2021-10-01 00:19,Lil Baby,On Me,135959
2021-10-01 00:20,Lil Uzi Vert,That Way,1340
2021-10-01 00:27,Lil Uzi Vert,Venetia,188800
2021-10-01 00:29,Luh Kel,Pull Up,123399
2021-10-01 02:26,NAV,Turks (with Gunna & ft. Travis Scott),107460
2021-10-01 17:38,NAV,Turks (with Gunna & ft. Travis Scott),54111
2021-10-01 17:42,Future,All Bad (feat. Lil Uzi Vert),207738
2021-10-01 17:45,Fetty Wap,Birthday (feat. Monty),188041
2021-10-01 17:49,Lil Uzi Vert,20 Min,220586
2021-10-01 20:21,J. Cole,Work Out,135561
2021-10-01 20:23,Lil Baby,Ready (feat. Gunna),68380
2021-10-01 20:26,RL Grime,UCLA,185980
2021-10-01 20:29,Lil Baby,Real As It Gets (feat. EST Gee),192804
2021-10-01 20:32,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-10-01 21:32,Young Stoner Life,Ski,71800
2021-10-01 22:17,Journey,Don't Stop Believin',250986
2021-10-01 22:18,Journey,Don't Stop Believin',63940
2021-10-01 22:22,Lil Uzi Vert,20 Min,220586
2021-10-01 22:25,Lil Uzi Vert,Venetia,188800
2021-10-01 22:28,Lil Uzi Vert,No Sleep Leak,189229
2021-10-01 22:32,Lil Uzi Vert,Malfunction,199211
2021-10-01 22:33,Lil Uzi Vert,Yamborghini Dream (feat. Young Thug),101932
2021-10-02 01:19,PRODUCE 101 JAPAN SEASON2,Let Me Fly,41782
2021-10-02 01:23,YOASOBI,ラブレター,212400
2021-10-02 01:27,the peggies,センチメートル,227040
2021-10-02 01:31,Fujii Kaze,旅路,277333
2021-10-02 01:35,nqrse,Utakata no yoru,217144
2021-10-02 01:40,Motohiro Hata,ひまわりの約束,308640
2021-10-02 01:44,Vaundy,Tokimeki,212000
2021-10-02 01:46,Tokimeki Records,悲しみがとまらない I CAN'T STOP THE LONLINESS (feat. ひかり),36960
2021-10-02 01:46,Belle,心のそばに,99089
2021-10-02 01:47,Kenshi Yonezu,ピースサイン,16670
2021-10-02 01:51,AAA,Get チュー!,230226
2021-10-02 01:55,AAA,Gotta Love Me,250480
2021-10-02 02:00,AAA,Wonderful Life,300773
2021-10-02 02:05,AAA,虹,295693
2021-10-02 02:10,AAA,風に薫る夏の記憶,305560
2021-10-02 02:16,AAA,MUSIC!!!,299013
2021-10-02 03:31,AAA,LIFE,316171
2021-10-02 03:35,AAA,Perfect,222520
2021-10-02 03:40,AAA,DEJAVU,300242
2021-10-02 03:43,AAA,No Way Back,221776
2021-10-02 03:47,AAA,C.O.L,234322
2021-10-02 03:52,AAA,With you,256200
2021-10-02 03:57,AAA,autumn orange,301160
2021-10-02 04:01,AAA,MAGIC,228847
2021-10-02 04:06,AAA,777 ~We can sing a song!~,298293
2021-10-02 04:09,AAA,Dangerous Gamble,199046
2021-10-02 04:13,AAA,NEW,244506
2021-10-02 04:17,AAA,アシタノヒカリ,222573
2021-10-02 04:21,AAA,"Sorry, I...",219146
2021-10-02 04:22,AAA,drama,103155
2021-10-02 17:40,Lil Uzi Vert,Yamborghini Dream (feat. Young Thug),15530
2021-10-02 17:43,Lil Baby,Real As It Gets (feat. EST Gee),192804
2021-10-02 17:45,Lil Baby,On Me,135959
2021-10-02 17:48,Young Stoner Life,Ski,152333
2021-10-02 22:33,MO3,Outside (Better Days),117527
2021-10-02 22:36,Lil Baby,Real As It Gets (feat. EST Gee),192804
2021-10-02 22:38,MO3,Outside (Better Days),135660
2021-10-02 22:47,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),304606
2021-10-02 22:51,Chance the Rapper,All Day Long,208238
2021-10-03 00:22,ARASHI,unknown,19230
2021-10-03 00:27,AAA,777 ~We can sing a song!~,298293
2021-10-03 00:31,AAA,GAME OVER?,220346
2021-10-03 00:36,AAA,Believe own way,310546
2021-10-03 00:41,AAA,Calling,280398
2021-10-03 00:42,AAA,恋音と雨空,66024
2021-10-03 00:59,J. Cole,Crooked Smile (feat. TLC),740
2021-10-03 00:59,Young Money,Trophies,100861
2021-10-03 01:02,Fetty Wap,679 (feat. Remy Boyz),196693
2021-10-03 01:05,Lupe Fiasco,The Show Goes On,178786
2021-10-03 17:20,Ben Platt,Waving Through A Window,236360
2021-10-03 17:26,Ben Platt,Waving Through A Window,236360
2021-10-03 17:30,Ben Platt,Waving Through A Window,236360
2021-10-03 22:12,Gunna,Car Sick (feat. NAV & Metro Boomin),5200
2021-10-04 15:37,Ben Platt,Waving Through A Window,10940
2021-10-04 15:37,Drake,Nonstop,131240
2021-10-04 15:45,Ben Platt,Waving Through A Window,470060
2021-10-04 15:46,Bleachers,Alfie's Song (Not So Typical Love Song),53960
2021-10-04 15:49,Ben Platt,Waving Through A Window,236360
2021-10-04 17:13,Andy Grammer,Keep Your Head Up,122660
2021-10-04 17:17,Ben Platt,Waving Through A Window,236360
2021-10-04 17:17,Ben Platt,Share Your Address,1580
2021-10-04 17:21,Ben Platt,Waving Through A Window,236360
2021-10-04 17:21,Ben Platt,Share Your Address,3800
2021-10-04 18:22,Ben Platt,Waving Through A Window,435790
2021-10-04 18:22,Ben Platt,Share Your Address,7000
2021-10-04 18:27,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),304606
2021-10-04 19:20,Chance the Rapper,Favorite Song,102866
2021-10-04 19:24,Lupe Fiasco,The Show Goes On,239613
2021-10-04 19:28,Lil Wayne,Right Above It,271946
2021-10-04 19:34,PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",249240
2021-10-04 19:37,Young Money,Trophies,188320
2021-10-04 19:40,Chance the Rapper,All Day Long,208238
2021-10-04 19:44,Wale,MY PYT,236866
2021-10-04 19:48,Aminé,Caroline,209640
2021-10-04 20:25,Kodak Black,Too Many Years,196336
2021-10-04 20:27,PnB Rock,Selfish,80158
2021-10-04 20:34,Ben Platt,Waving Through A Window,468890
2021-10-04 20:39,Ben Platt,You Will Be Found,252160
2021-10-04 21:36,Andy Grammer,I Found You,760
2021-10-04 21:36,Jordan Fisher,Happily Ever After - Full Version,2800
2021-10-04 21:36,Ben Platt,imagine,1230
2021-10-04 21:36,Ben Rector,Drive,0
2021-10-04 21:36,Ben Platt,Waving Through A Window,236360
2021-10-04 21:36,Ben Rector,Brand New,210
2021-10-04 21:36,Andy Grammer,Back Home,1800
2021-10-04 21:36,Zac Efron,Rewrite The Stars,1630
2021-10-04 21:36,Hugh Jackman,The Greatest Show,0
2021-10-04 21:36,Andy Grammer,Keep Your Head Up,14420
2021-10-04 21:36,Clinton Kane,CHICKEN TENDIES,0
2021-10-04 21:36,Mandy Moore,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",390
2021-10-04 21:36,Ben Platt,Found/Tonight,1020
2021-10-04 21:36,Anna Kendrick,True Colors,1450
2021-10-04 21:36,Ben Platt,You Will Be Found,3180
2021-10-04 21:39,Jordan Fisher,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,137426
2021-10-04 21:39,Jordan Fisher,Counterfeit,5913
2021-10-04 21:41,Jordan Fisher,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,137426
2021-10-04 21:42,Jordan Fisher,Wanna Be With You,42153
2021-10-04 23:56,Imagine Dragons,It's Time,470486
2021-10-04 23:59,Imagine Dragons,Demons,175200
2021-10-05 00:52,Ben Platt,You Will Be Found,360906
2021-10-05 00:56,Samantha Barks,Go The Distance,247746
2021-10-05 01:00,Andy Grammer,Keep Your Head Up,189933
2021-10-05 01:09,Idina Menzel,Extraordinary,18123
2021-10-05 01:42,Jason Derulo,The Other Side,201960
2021-10-05 14:29,MKTO,Classic,1710
2021-10-05 15:54,Ben Platt,Waving Through A Window,223627
2021-10-05 15:54,Ben Platt,You Will Be Found,6530
2021-10-05 15:58,Ben Platt,Waving Through A Window,217290
2021-10-05 16:04,Ben Platt,You Will Be Found,360906
2021-10-05 17:22,Forest Blakk,If You Love Her - feat. Meghan Trainor,660
2021-10-05 17:22,Ben Rector,Brand New,236103
2021-10-05 17:22,Ben Platt,You Will Be Found,2300
2021-10-05 17:25,Forest Blakk,If You Love Her - feat. Meghan Trainor,215832
2021-10-05 17:26,Forest Blakk,If You Love Her,20020
2021-10-05 17:29,The Chainsmokers,Takeaway,209880
2021-10-05 17:33,The Chainsmokers,This Feeling,197946
2021-10-05 18:56,Vicetone,Walk Thru Fire,28520
2021-10-05 18:56,RL Grime,UCLA,950
2021-10-05 18:56,SLANDER,Love Is Gone,256042
2021-10-05 18:56,Martin Garrix,Drown (feat. Clinton Kane),5020
2021-10-05 18:59,The Chainsmokers,Family,194826
2021-10-05 19:03,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),227395
2021-10-05 22:10,Gryffin,Body Back (feat. Maia Wright),168398
2021-10-05 22:12,Dan + Shay,"10,000 Hours (with Justin Bieber)",167693
2021-10-05 22:16,ILLENIUM,In Your Arms (with X Ambassadors),220730
2021-10-06 02:21,The Chainsmokers,Hope,180120
2021-10-06 02:32,Vicetone,Nevada,208561
2021-10-06 13:57,Sam Feldt,Post Malone (feat. RANI),89754
2021-10-06 14:01,Ben Platt,Waving Through A Window,236360
2021-10-06 14:02,Ben Platt,You Will Be Found,108570
2021-10-06 15:05,Ben Rector,Brand New,150920
2021-10-06 15:08,Lil Baby,Real As It Gets (feat. EST Gee),183290
2021-10-06 15:12,Polo G,Pop Out Again (feat. Lil Baby & Gunna),223786
2021-10-06 15:15,Polo G,Flex (feat. Juice WRLD),163902
2021-10-06 16:00,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-10-06 16:02,Lil Mosey,Stuck In A Dream (feat. Gunna),123560
2021-10-06 16:04,Lil Tecca,Ransom (with Juice WRLD) - Remix,171253
2021-10-06 16:08,Polo G,RAPSTAR,2440
2021-10-06 16:08,Lil Baby,Life Goes On,1000
2021-10-06 16:08,Lil Baby,Life Goes On,237076
2021-10-06 16:09,Lil Tecca,Ransom (with Juice WRLD) - Remix,1990
2021-10-06 16:26,Lil Baby,Life Goes On,247054
2021-10-06 18:14,Polo G,RAPSTAR,165925
2021-10-06 18:17,SAINt JHN,Anything Can Happen (feat. Meek Mill),182995
2021-10-06 18:19,Tee Grizzley,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),90773
2021-10-06 18:22,Kodak Black,Too Many Years,196336
2021-10-06 19:35,PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",249240
2021-10-06 19:36,Kodak Black,Patty Cake,28520
2021-10-06 19:40,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),226742
2021-10-06 19:40,NAV,Myself,26687
2021-10-06 20:20,2 Chainz,It's A Vibe,185930
2021-10-06 20:23,Kodak Black,Too Many Years,196336
2021-10-06 20:26,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),0
2021-10-06 20:26,2 Chainz,It's A Vibe,149480
2021-10-06 20:29,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580
2021-10-06 20:33,T-Pain,Dan Bilzerian (feat. Lil Yachty),209663
2021-10-06 21:26,Pia Mia,Do It Again,134356
2021-10-06 22:46,The Kid LAROI,STAY (with Justin Bieber),338095
2021-10-06 22:49,The Kid LAROI,WITHOUT YOU,161384
2021-10-06 22:51,24kGoldn,Coco (feat. DaBaby),142000
2021-10-06 22:54,Bryce Vine,La La Land,157146
2021-10-06 22:56,mike.,life got crazy,138928
2021-10-06 23:54,Jeremy Zucker,all the kids are depressed,108070
2021-10-06 23:55,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),2010
2021-10-06 23:55,Tai Verdes,A-O-K,870
2021-10-06 23:57,24kGoldn,"3, 2, 1",131586
2021-10-06 23:59,Chri$tian Gate$,NUMB,112500
2021-10-07 02:50,Idina Menzel,Extraordinary,217063
2021-10-07 03:02,Lil Baby,Woah,183011
2021-10-07 03:05,Lil Uzi Vert,I'm Sorry,211882
2021-10-07 03:08,Polo G,Martin & Gina,132832
2021-10-07 03:11,Drake,Time Flies,192931
2021-10-07 03:13,Lil Baby,Drip Too Hard (Lil Baby & Gunna),145542
2021-10-07 03:18,PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix,281119
2021-10-07 03:20,Post Malone,Wow.,149546
2021-10-07 03:23,DaBaby,ROCKSTAR (feat. Roddy Ricch),181733
2021-10-07 03:27,Kid Ink,Promise (feat. Fetty Wap),224240
2021-10-07 03:31,Future,Life Is Good (feat. Drake),237735
2021-10-07 03:34,Young Thug,Hop Off A Jet (feat. Travis Scott),174066
2021-10-07 03:38,Young Thug,What's the Move (feat. Lil Uzi Vert),251080
2021-10-07 03:41,24kGoldn,Mood (feat. iann dior),140533
2021-10-07 03:41,Zac Efron,Rewrite The Stars,182776
2021-10-07 03:44,Justin Bieber,Second Emotion (feat. Travis Scott),202720
2021-10-07 03:56,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),120193
2021-10-07 04:00,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),530
2021-10-07 05:10,Gryffin,Safe With Me (with Audrey Mika),180693
2021-10-07 05:13,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-10-07 06:24,Lil Nas X,LOST IN THE CITADEL,14463
2021-10-07 06:24,Lil Baby,Emotionally Scarred,169450
2021-10-07 14:31,Lil Nas X,LOST IN THE CITADEL,171792
2021-10-07 14:31,Lil Nas X,THATS WHAT I WANT,13130
2021-10-07 15:57,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-10-07 17:23,Money Man,24,160952
2021-10-07 17:25,Lil Baby,On Me,135959
2021-10-07 17:29,G Herbo,PTSD,232064
2021-10-07 17:32,Internet Money,Lemonade - Remix,181495
2021-10-07 19:01,Polo G,Flex (feat. Juice WRLD),163902
2021-10-07 19:01,King Von,Took Her To The O,16664
2021-10-07 19:04,Lil Baby,Emotionally Scarred,197529
2021-10-07 20:23,Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),120630
2021-10-07 20:27,Macklemore,Marmalade (feat. Lil Yachty),261614
2021-10-07 20:27,Macklemore,Good Old Days (feat. Kesha),4990
2021-10-08 01:00,Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),1080
2021-10-08 01:05,AAA,LOVER,289573
2021-10-08 01:10,AAA,Believe own way,310546
2021-10-08 01:15,AAA,LIFE,315927
2021-10-08 01:20,AAA,autumn orange,301160
2021-10-08 01:24,AAA,BAD LOVE,197992
2021-10-08 01:28,AAA,C.O.L,234322
2021-10-08 01:32,AAA,逢いたい理由,273786
2021-10-08 01:37,AAA,No cry No more,303946
2021-10-08 01:43,AAA,STORY,352226
2021-10-08 01:48,AAA,Love Is In The Air,271800
2021-10-08 01:52,AAA,ウィーアー!,247893
2021-10-08 02:24,AAA,風に薫る夏の記憶,231753
2021-10-08 14:03,Macklemore,Good Old Days (feat. Kesha),235525
2021-10-08 14:06,KYLE,Playinwitme (feat. Kehlani),191680
2021-10-08 15:01,Flo Rida,My House,192190
2021-10-08 15:06,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),304606
2021-10-08 15:10,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),226742
2021-10-08 15:13,Machine Gun Kelly,Let You Go,185000
2021-10-08 15:17,Macklemore,Glorious (feat. Skylar Grey),220454
2021-10-08 15:22,KYLE,iSpy (feat. Kodak Black),227778
2021-10-08 15:26,gnash,imagine if,197216
2021-10-08 15:30,Lupe Fiasco,The Show Goes On,239613
2021-10-08 15:33,Wiz Khalifa,No Sleep,191320
2021-10-08 18:18,Macklemore,Wednesday Morning,138551
2021-10-08 18:20,MKTO,American Dream,106710
2021-10-08 18:24,Macklemore,Marmalade (feat. Lil Yachty),261614
2021-10-08 18:28,MKTO,American Dream,225746
2021-10-08 20:24,Hedley,Better Days,223786
2021-10-08 20:25,Macklemore,Good Old Days (feat. Kesha),19586
2021-10-08 20:25,Wiz Khalifa,No Sleep,11490
2021-10-08 20:26,The Kid LAROI,STAY (with Justin Bieber),59410
2021-10-08 20:30,Ben Platt,Waving Through A Window,236360
2021-10-08 20:30,Ben Platt,You Will Be Found,13490
2021-10-08 20:32,The Kid LAROI,STAY (with Justin Bieber),141805
2021-10-08 20:33,The Kid LAROI,WITHOUT YOU,20270
2021-10-08 20:35,Polo G,Pop Out Again (feat. Lil Baby & Gunna),119110
2021-10-09 00:59,AAA,風に薫る夏の記憶,73804
2021-10-09 01:05,AAA,涙のない世界,311453
2021-10-09 01:21,AAA,With you,256200
2021-10-09 03:04,AAA,MUSIC!!!,299013
2021-10-09 03:14,AAA,Tomorrow,105101
2021-10-09 17:40,Polo G,Pop Out Again (feat. Lil Baby & Gunna),653146
2021-10-09 17:44,Polo G,Through Da Storm,195586
2021-10-09 17:46,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-10-09 22:53,Young Thug,Relationship (feat. Future),82875
2021-10-09 22:55,Lil Baby,On Me,135959
2021-10-09 22:59,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-10-09 23:02,Money Man,24,111460
2021-10-09 23:07,Macklemore,Marmalade (feat. Lil Yachty),261614
